seed,wb_run_group,test_accuracy,test_accuracy_flipped,deployed_accuracy,deployed_accuracy_flipped,intervention,dataset_a,dataset_b,ablated_dataset,pair
4,sentiment_verbs_1,0.9322916865348816,0.0677083358168602,0.9166666865348816,0.0833333358168602,random,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
4,sentiment_sports_0,0.0090909097343683,0.9909090995788574,0.0090909097343683,0.9909090995788574,base,sentiment,sports,sports,"('sentiment', 'sports')"
4,sentiment_verbs_1,0.5989583730697632,0.4010416865348816,0.5885416865348816,0.4114583432674408,top,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
4,sentiment_sports_0,0.0340909101068973,0.9659091234207152,0.4693182110786438,0.5215908885002136,interpreted,sentiment,sports,sports,"('sentiment', 'sports')"
4,sentiment_sports_0,0.03125,0.96875,0.3471591174602508,0.6528409123420715,random,sentiment,sports,sports,"('sentiment', 'sports')"
4,verbs_sports_0,0.025000000372529,0.975000023841858,0.025000000372529,0.975000023841858,base,verbs,sports,sports,"('verbs', 'sports')"
4,sentiment_sports_0,0.5062500238418579,0.4937500059604645,0.4596590995788574,0.4073863625526428,top,sentiment,sports,sports,"('sentiment', 'sports')"
4,verbs_sports_0,0.7607954740524292,0.2392045557498932,0.2982954680919647,0.7017045617103577,interpreted,verbs,sports,sports,"('verbs', 'sports')"
4,verbs_sports_0,0.1278409212827682,0.8721591234207153,0.1397727280855178,0.8602272868156433,random,verbs,sports,sports,"('verbs', 'sports')"
4,sentiment_pronouns_0,0.0,1.0,0.0,1.0,base,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
4,verbs_sports_0,0.742613673210144,0.2573863565921783,0.2892045676708221,0.5210227370262146,top,verbs,sports,sports,"('verbs', 'sports')"
4,sentiment_pronouns_0,0.0,1.0,0.1041666716337204,0.8958333730697632,interpreted,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
4,sentiment_pronouns_0,0.0,1.0,0.2395833432674408,0.7604166865348816,random,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
4,verbs_pronouns_0,0.0,1.0,0.0,1.0,base,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
4,sentiment_pronouns_0,0.0,1.0,0.4583333432674408,0.5416666865348816,top,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
4,verbs_pronouns_0,0.0,1.0,0.0,1.0,interpreted,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
4,verbs_pronouns_0,0.0,1.0,0.0031250000465661,0.996874988079071,random,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
4,verbs_pronouns_0,0.0,1.0,0.4145833551883697,0.5854167342185974,top,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
0,verbs_sentiment_1,0.0572916679084301,0.9427083730697632,0.0520833358168602,0.9479166865348816,test_only,verbs,sentiment,verbs,"('verbs', 'sentiment')"
0,sports_pronouns_0,0.177840918302536,0.8221591114997864,0.146590918302536,0.8534091114997864,test_only,sports,pronouns,pronouns,"('sports', 'pronouns')"
0,pronouns_sports_0,0.0897727236151695,0.9102272987365724,0.2198863476514816,0.1528409123420715,test_only,pronouns,sports,sports,"('pronouns', 'sports')"
0,sentiment_verbs_1,0.859375,0.140625,0.453125,0.546875,test_only,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
0,sentiment_sports_0,0.0,1.0,0.4840908944606781,0.3647727370262146,test_only,sentiment,sports,sports,"('sentiment', 'sports')"
0,verbs_sports_0,0.018750000745058,0.981249988079071,0.0,0.0,test_only,verbs,sports,sports,"('verbs', 'sports')"
0,sentiment_pronouns_0,0.0,1.0,0.1145833358168602,0.8854166865348816,test_only,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
0,verbs_pronouns_0,0.0,1.0,0.5,0.5,test_only,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
1,verbs_sentiment_1,0.1510416716337204,0.8489583730697632,0.2291666716337204,0.7708333730697632,test_only,verbs,sentiment,verbs,"('verbs', 'sentiment')"
1,sports_pronouns_0,0.4130682051181793,0.5869318246841431,0.2977272868156433,0.7022727131843567,test_only,sports,pronouns,pronouns,"('sports', 'pronouns')"
1,pronouns_sports_0,0.1022727265954017,0.8977273106575012,0.180681824684143,0.1488636434078216,test_only,pronouns,sports,sports,"('pronouns', 'sports')"
1,sentiment_verbs_1,0.8541666865348816,0.1458333432674408,0.4739583432674408,0.5260416865348816,test_only,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
1,sentiment_sports_0,0.018750000745058,0.981249988079071,0.4562500119209289,0.4261363446712494,test_only,sentiment,sports,sports,"('sentiment', 'sports')"
1,verbs_sports_0,0.0125000001862645,0.987500011920929,0.0,0.0,test_only,verbs,sports,sports,"('verbs', 'sports')"
1,sentiment_pronouns_0,0.0104166669771075,0.9895833730697632,0.3958333432674408,0.6041666865348816,test_only,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
1,verbs_pronouns_0,0.0,1.0,0.5052083730697632,0.494791716337204,test_only,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
2,verbs_sentiment_1,0.1875,0.8125,0.328125,0.671875,test_only,verbs,sentiment,verbs,"('verbs', 'sentiment')"
2,sports_pronouns_0,0.3852272927761078,0.6147727370262146,0.2857954502105713,0.7142045497894287,test_only,sports,pronouns,pronouns,"('sports', 'pronouns')"
2,pronouns_sports_0,0.1613636463880539,0.8386363983154297,0.1460227221250534,0.1676136404275894,test_only,pronouns,sports,sports,"('pronouns', 'sports')"
2,sentiment_verbs_1,0.7447916865348816,0.2552083432674408,0.4270833432674408,0.5729166865348816,test_only,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
2,sentiment_sports_0,0.0125000001862645,0.987500011920929,0.4869318008422851,0.3704545497894287,test_only,sentiment,sports,sports,"('sentiment', 'sports')"
2,verbs_sports_0,0.0125000001862645,0.987500011920929,0.0,0.0,test_only,verbs,sports,sports,"('verbs', 'sports')"
2,sentiment_pronouns_0,0.0,1.0,0.1822916716337204,0.8177083730697632,test_only,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
2,verbs_pronouns_0,0.0,1.0,0.5052083730697632,0.494791716337204,test_only,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
3,verbs_sentiment_1,0.1614583432674408,0.8385416865348816,0.2552083432674408,0.7447916865348816,test_only,verbs,sentiment,verbs,"('verbs', 'sentiment')"
3,sports_pronouns_0,0.3005681931972503,0.699431836605072,0.2971591055393219,0.7028409242630005,test_only,sports,pronouns,pronouns,"('sports', 'pronouns')"
3,pronouns_sports_0,0.1426136344671249,0.8573864102363586,0.1556818336248397,0.1238636374473571,test_only,pronouns,sports,sports,"('pronouns', 'sports')"
3,sentiment_verbs_1,0.8541666865348816,0.1458333432674408,0.40625,0.59375,test_only,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
3,sentiment_sports_0,0.025000000372529,0.975000023841858,0.4818181991577149,0.4318182170391083,test_only,sentiment,sports,sports,"('sentiment', 'sports')"
3,verbs_sports_0,0.018750000745058,0.981249988079071,0.0,0.0,test_only,verbs,sports,sports,"('verbs', 'sports')"
3,sentiment_pronouns_0,0.0104166669771075,0.9895833730697632,0.484375,0.515625,test_only,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
3,verbs_pronouns_0,0.0,1.0,0.5104166865348816,0.4895833432674408,test_only,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
4,verbs_sentiment_1,0.1666666716337204,0.8333333730697632,0.3229166865348816,0.6770833730697632,test_only,verbs,sentiment,verbs,"('verbs', 'sentiment')"
4,sports_pronouns_0,0.573863685131073,0.4261363446712494,0.4375,0.5625,test_only,sports,pronouns,pronouns,"('sports', 'pronouns')"
4,pronouns_sports_0,0.2482954561710357,0.7517045736312866,0.2022727280855178,0.1551136374473571,test_only,pronouns,sports,sports,"('pronouns', 'sports')"
4,sentiment_verbs_1,0.9010416865348816,0.0989583358168602,0.5052083730697632,0.4947916865348816,test_only,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
4,sentiment_sports_0,0.0090909097343683,0.9909090995788574,0.4568181931972504,0.4659090936183929,test_only,sentiment,sports,sports,"('sentiment', 'sports')"
4,verbs_sports_0,0.025000000372529,0.975000023841858,0.0,0.0,test_only,verbs,sports,sports,"('verbs', 'sports')"
4,sentiment_pronouns_0,0.0,1.0,0.3489583432674408,0.6510416865348816,test_only,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
4,verbs_pronouns_0,0.0,1.0,0.5052083730697632,0.494791716337204,test_only,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
0,sports_pronouns_0,0.1431818306446075,0.8568181991577148,0.146590918302536,0.8534091114997864,autointerp,sports,pronouns,pronouns,"('sports', 'pronouns')"
0,pronouns_sports_0,1.0,0.0,0.2482954561710357,0.5846590995788574,autointerp,pronouns,sports,sports,"('pronouns', 'sports')"
0,sentiment_verbs_1,0.859375,0.140625,0.8177083730697632,0.1822916716337204,autointerp,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
0,sentiment_sports_0,0.0806818231940269,0.9193181991577148,0.1335227340459823,0.8664773106575012,autointerp,sentiment,sports,sports,"('sentiment', 'sports')"
0,verbs_sports_0,0.0062500000931322,0.9937500357627868,0.0062500000931322,0.9937500357627868,autointerp,verbs,sports,sports,"('verbs', 'sports')"
0,sentiment_pronouns_0,0.0,1.0,0.0,1.0,autointerp,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
0,verbs_pronouns_0,0.0,1.0,0.0,1.0,autointerp,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
1,sports_pronouns_0,0.34375,0.65625,0.4034090936183929,0.5965909361839294,autointerp,sports,pronouns,pronouns,"('sports', 'pronouns')"
1,pronouns_sports_0,0.987500011920929,0.0125000001862645,0.2113636583089828,0.5778409242630005,autointerp,pronouns,sports,sports,"('pronouns', 'sports')"
1,sentiment_verbs_1,0.703125,0.296875,0.6770833730697632,0.3229166865348816,autointerp,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
1,sentiment_sports_0,0.1613636463880539,0.8386363983154297,0.1772727221250534,0.8227273225784302,autointerp,sentiment,sports,sports,"('sentiment', 'sports')"
1,verbs_sports_0,0.0465909093618392,0.9534091353416444,0.0062500000931322,0.9937500357627868,autointerp,verbs,sports,sports,"('verbs', 'sports')"
1,sentiment_pronouns_0,0.0,1.0,0.0104166669771075,0.9895833730697632,autointerp,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
1,verbs_pronouns_0,0.0,1.0,0.0,1.0,autointerp,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
2,sports_pronouns_0,0.46875,0.53125,0.4965909123420715,0.5034090876579285,autointerp,sports,pronouns,pronouns,"('sports', 'pronouns')"
2,pronouns_sports_0,1.0,0.0,0.2147727310657501,0.586363673210144,autointerp,pronouns,sports,sports,"('pronouns', 'sports')"
2,sentiment_verbs_1,0.734375,0.265625,0.7291666865348816,0.2708333432674408,autointerp,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
2,sentiment_sports_0,0.1647727340459823,0.8352273106575012,0.2670454680919647,0.7329545617103577,autointerp,sentiment,sports,sports,"('sentiment', 'sports')"
2,verbs_sports_0,0.0465909093618392,0.9534091353416444,0.018750000745058,0.981249988079071,autointerp,verbs,sports,sports,"('verbs', 'sports')"
2,sentiment_pronouns_0,0.015625,0.984375,0.015625,0.984375,autointerp,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
2,verbs_pronouns_0,0.0,1.0,0.0,1.0,autointerp,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
3,sports_pronouns_0,0.471590906381607,0.5284091234207153,0.5147727131843567,0.4852273166179657,autointerp,sports,pronouns,pronouns,"('sports', 'pronouns')"
3,pronouns_sports_0,0.9937500357627868,0.0062500000931322,0.1869318336248397,0.4721591174602508,autointerp,pronouns,sports,sports,"('pronouns', 'sports')"
3,sentiment_verbs_1,0.7447916865348816,0.2552083432674408,0.7395833730697632,0.2604166865348816,autointerp,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
3,sentiment_sports_0,0.0681818202137947,0.931818187236786,0.0715909153223037,0.9284090995788574,autointerp,sentiment,sports,sports,"('sentiment', 'sports')"
3,verbs_sports_0,0.03125,0.96875,0.018750000745058,0.981249988079071,autointerp,verbs,sports,sports,"('verbs', 'sports')"
3,sentiment_pronouns_0,0.0104166669771075,0.9895833730697632,0.0104166669771075,0.9895833730697632,autointerp,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
3,verbs_pronouns_0,0.0,1.0,0.0,1.0,autointerp,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
4,sports_pronouns_0,0.4994318187236786,0.5005682110786438,0.5244318246841431,0.4755682051181793,autointerp,sports,pronouns,pronouns,"('sports', 'pronouns')"
4,pronouns_sports_0,1.0,0.0,0.2852272689342499,0.6960226893424988,autointerp,pronouns,sports,sports,"('pronouns', 'sports')"
4,sentiment_verbs_1,0.8854166865348816,0.1145833358168602,0.875,0.125,autointerp,sentiment,verbs,sentiment,"('sentiment', 'verbs')"
4,sentiment_sports_0,0.0965909138321876,0.9034091234207152,0.149431824684143,0.8505682349205017,autointerp,sentiment,sports,sports,"('sentiment', 'sports')"
4,verbs_sports_0,0.0528409145772457,0.9471591114997864,0.025000000372529,0.975000023841858,autointerp,verbs,sports,sports,"('verbs', 'sports')"
4,sentiment_pronouns_0,0.0,1.0,0.0,1.0,autointerp,sentiment,pronouns,pronouns,"('sentiment', 'pronouns')"
4,verbs_pronouns_0,0.0,1.0,0.0,1.0,autointerp,verbs,pronouns,pronouns,"('verbs', 'pronouns')"
0,verbs_sentiment_1,0.0,0.0,0.0,0.0,autointerp,verbs,sentiment,verbs,"('verbs', 'sentiment')"
1,verbs_sentiment_1,0.0,0.0,0.0,0.0,autointerp,verbs,sentiment,verbs,"('verbs', 'sentiment')"
2,verbs_sentiment_1,0.0,0.0,0.0,0.0,autointerp,verbs,sentiment,verbs,"('verbs', 'sentiment')"
3,verbs_sentiment_1,0.0,0.0,0.0,0.0,autointerp,verbs,sentiment,verbs,"('verbs', 'sentiment')"
4,verbs_sentiment_1,0.0,0.0,0.0,0.0,autointerp,verbs,sentiment,verbs,"('verbs', 'sentiment')"
0,sentiment_verbs_0,0.9010416865348816,0.0989583358168602,0.9010416865348816,0.0989583358168602,base,sentiment,verbs,verbs,"('sentiment', 'verbs')"
0,pronouns_sports_1,0.083522729575634,0.9164773225784302,0.083522729575634,0.9164773225784302,base,pronouns,sports,pronouns,"('pronouns', 'sports')"
0,sports_pronouns_1,0.4289773106575012,0.5710226893424988,0.4289773106575012,0.5710226893424988,base,sports,pronouns,sports,"('sports', 'pronouns')"
0,verbs_sentiment_0,0.0625,0.9375,0.0625,0.9375,base,verbs,sentiment,sentiment,"('verbs', 'sentiment')"
0,sports_sentiment_1,0.9659091234207152,0.0340909101068973,0.9659091234207152,0.0340909101068973,base,sports,sentiment,sports,"('sports', 'sentiment')"
0,sports_verbs_1,0.9846591353416444,0.0153409093618392,0.9846591353416444,0.0153409093618392,base,sports,verbs,sports,"('sports', 'verbs')"
0,pronouns_sentiment_1,0.9947916865348816,0.0052083334885537,0.9947916865348816,0.0052083334885537,base,pronouns,sentiment,pronouns,"('pronouns', 'sentiment')"
0,pronouns_verbs_1,1.0,0.0,1.0,0.0,base,pronouns,verbs,pronouns,"('pronouns', 'verbs')"
0,sentiment_verbs_0,0.6510416865348816,0.3489583432674408,0.5833333730697632,0.4166666865348816,interpreted,sentiment,verbs,verbs,"('sentiment', 'verbs')"
3,sentiment_verbs_0,0.5,0.5,0.5208333730697632,0.4791666865348816,interpreted,sentiment,verbs,verbs,"('sentiment', 'verbs')"
3,pronouns_sports_1,0.210795447230339,0.7892045378684998,0.1704545468091964,0.8295454382896423,interpreted,pronouns,sports,pronouns,"('pronouns', 'sports')"
0,pronouns_sports_1,0.117613635957241,0.8823863863945007,0.0801136419177055,0.9198864102363586,interpreted,pronouns,sports,pronouns,"('pronouns', 'sports')"
3,sports_pronouns_1,0.0,1.0,0.2607954442501068,0.5840908885002136,interpreted,sports,pronouns,sports,"('sports', 'pronouns')"
0,sports_pronouns_1,0.0,1.0,0.2579545676708221,0.6522727012634277,interpreted,sports,pronouns,sports,"('sports', 'pronouns')"
3,verbs_sentiment_0,0.921875,0.078125,0.8385416865348816,0.1614583432674408,interpreted,verbs,sentiment,sentiment,"('verbs', 'sentiment')"
0,verbs_sentiment_0,0.9270833730697632,0.0729166716337204,0.8020833730697632,0.1979166716337204,interpreted,verbs,sentiment,sentiment,"('verbs', 'sentiment')"
3,sports_sentiment_1,0.7886363863945007,0.2113636583089828,0.7056818008422852,0.2602272927761078,interpreted,sports,sentiment,sports,"('sports', 'sentiment')"
0,sports_sentiment_1,0.7181817889213562,0.2818182110786438,0.6647726893424988,0.1829545497894287,interpreted,sports,sentiment,sports,"('sports', 'sentiment')"
3,sports_verbs_1,0.1857954561710357,0.8142046332359314,0.7835227251052856,0.2102272808551788,interpreted,sports,verbs,sports,"('sports', 'verbs')"
0,sports_verbs_1,0.2636363506317138,0.7363636493682861,0.8352273106575012,0.1647727340459823,interpreted,sports,verbs,sports,"('sports', 'verbs')"
0,pronouns_sentiment_1,1.0,0.0,0.796875,0.203125,interpreted,pronouns,sentiment,pronouns,"('pronouns', 'sentiment')"
3,pronouns_sentiment_1,1.0,0.0,0.9010416865348816,0.0989583358168602,interpreted,pronouns,sentiment,pronouns,"('pronouns', 'sentiment')"
0,pronouns_verbs_1,1.0,0.0,1.0,0.0,interpreted,pronouns,verbs,pronouns,"('pronouns', 'verbs')"
3,pronouns_verbs_1,1.0,0.0,1.0,0.0,interpreted,pronouns,verbs,pronouns,"('pronouns', 'verbs')"
1,sentiment_verbs_0,0.609375,0.390625,0.6145833730697632,0.3854166865348816,interpreted,sentiment,verbs,verbs,"('sentiment', 'verbs')"
4,sentiment_verbs_0,0.578125,0.421875,0.5729166865348816,0.4270833432674408,interpreted,sentiment,verbs,verbs,"('sentiment', 'verbs')"
1,pronouns_sports_1,0.1920454502105713,0.8079546093940735,0.1454545557498932,0.8545454144477844,interpreted,pronouns,sports,pronouns,"('pronouns', 'sports')"
4,pronouns_sports_1,0.242045447230339,0.7579545378684998,0.1642045527696609,0.8357954025268555,interpreted,pronouns,sports,pronouns,"('pronouns', 'sports')"
1,sports_pronouns_1,0.0,1.0,0.2386363595724105,0.7488636374473572,interpreted,sports,pronouns,sports,"('sports', 'pronouns')"
4,sports_pronouns_1,0.0,1.0,0.3017045557498932,0.6272727251052856,interpreted,sports,pronouns,sports,"('sports', 'pronouns')"
1,verbs_sentiment_0,0.890625,0.109375,0.7395833730697632,0.2395833432674408,interpreted,verbs,sentiment,sentiment,"('verbs', 'sentiment')"
4,verbs_sentiment_0,0.78125,0.21875,0.7291666865348816,0.2708333432674408,interpreted,verbs,sentiment,sentiment,"('verbs', 'sentiment')"
1,sports_sentiment_1,0.5494318008422852,0.4505681991577149,0.6335226893424988,0.2170454561710357,interpreted,sports,sentiment,sports,"('sports', 'sentiment')"
4,sports_sentiment_1,0.8045454025268555,0.1954545527696609,0.6835227012634277,0.1920454502105713,interpreted,sports,sentiment,sports,"('sports', 'sentiment')"
1,sports_verbs_1,0.3795454502105713,0.6204545497894287,0.8227273225784302,0.1522727310657501,interpreted,sports,verbs,sports,"('sports', 'verbs')"
4,sports_verbs_1,0.2835227251052856,0.7164773344993591,0.7823864221572876,0.1647727340459823,interpreted,sports,verbs,sports,"('sports', 'verbs')"
1,pronouns_sentiment_1,1.0,0.0,0.859375,0.0885416716337204,interpreted,pronouns,sentiment,pronouns,"('pronouns', 'sentiment')"
4,pronouns_sentiment_1,1.0,0.0,0.7864583730697632,0.2135416716337204,interpreted,pronouns,sentiment,pronouns,"('pronouns', 'sentiment')"
1,pronouns_verbs_1,1.0,0.0,1.0,0.0,interpreted,pronouns,verbs,pronouns,"('pronouns', 'verbs')"
4,pronouns_verbs_1,1.0,0.0,0.996874988079071,0.0031250000465661,interpreted,pronouns,verbs,pronouns,"('pronouns', 'verbs')"
2,sentiment_verbs_0,0.6770833730697632,0.3229166865348816,0.6875,0.3125,interpreted,sentiment,verbs,verbs,"('sentiment', 'verbs')"
2,pronouns_sports_1,0.2698863446712494,0.730113685131073,0.1267045587301254,0.8732954263687134,interpreted,pronouns,sports,pronouns,"('pronouns', 'sports')"
2,sports_pronouns_1,0.0,1.0,0.3732954561710357,0.6079545617103577,interpreted,sports,pronouns,sports,"('sports', 'pronouns')"
2,verbs_sentiment_0,0.859375,0.140625,0.6875,0.3125,interpreted,verbs,sentiment,sentiment,"('verbs', 'sentiment')"
2,sports_sentiment_1,0.4812500178813934,0.518750011920929,0.5778409242630005,0.3227272927761078,interpreted,sports,sentiment,sports,"('sports', 'sentiment')"
2,sports_verbs_1,0.511931836605072,0.4880681931972504,0.8323864340782166,0.1426136344671249,interpreted,sports,verbs,sports,"('sports', 'verbs')"
2,pronouns_sentiment_1,1.0,0.0,0.7760416865348816,0.2239583432674408,interpreted,pronouns,sentiment,pronouns,"('pronouns', 'sentiment')"
2,pronouns_verbs_1,1.0,0.0,0.996874988079071,0.0031250000465661,interpreted,pronouns,verbs,pronouns,"('pronouns', 'verbs')"
